,,,average,average,average,average,biolRSD,biolRSD,biolRSD,biolRSD,bioln,bioln,bioln,bioln,techRSD,techRSD,techRSD,techRSD,techn,techn,techn,techn,combRSD,combRSD,combRSD,combRSD,combASD,combASD,combASD,combASD,neff,neff,neff,neff
0.94_186.0565m/z,186.0564996,0.93775,71.8242215298889,75.1848396027778,0.0,77.84751158722223,0.1143886885248387,0.026869036726876742,0.0,0.04220037988818503,3,3,1,3,0.07522090449291896,0.07212780525253652,0.0,0.05346030724703963,3,3,3,3,0.13690491786333098,0.07696989947491217,,0.0681092982907254,9.833089149147128,5.786969546263203,0.0,5.302139387884821,4.457213951942846,3.544596542420494,0.0,4.795371179233715
0.94_189.0374m/z,189.0373989,0.9448833329999999,157.716233975,10.847209121111113,0.0,37.954433821777776,0.3702731501385378,0.19607153409892444,0.0,0.07007820990726067,3,3,1,3,0.03359593836026653,0.3510345158103001,0.0,0.14704287142420927,3,3,3,3,0.37179415378381486,0.402081183063915,,0.1628881872343192,58.63797374870527,4.361458676358046,0.0,6.182328922734316,3.032927569001309,4.1372373380545096,0.0,3.863956856558116
0.94_197.5458m/z,197.54581059999998,0.93775,1.9850868228888887,32.68821921222221,0.0,0.0,1.1345632153387122,0.10732486117349437,0.0,0.0,3,3,1,3,1.1969475370198308,0.15183988063560694,0.0,0.0,3,3,3,3,1.6492171160819173,0.1859407840613382,,,3.2738391652170287,6.0780731098894965,0.0,0.0,4.988593976675918,4.599245997383828,0.0,0.0
0.94_202.6007m/z,202.6007051,0.93775,68.16820377222223,83.83175768222223,0.0,0.0,0.10900521670036382,0.07117654369965769,0.0,0.0,3,3,1,3,0.041883471077374966,0.043358909692685854,0.0,0.0,3,3,3,3,0.11677483640486327,0.0833432386145857,,,7.960330843514634,6.986810183989576,0.0,0.0,3.577944932086784,4.3047018820665155,0.0,0.0
0.94_205.5431m/z,205.5430552,0.9448833329999999,17.649785163333334,31.682817306666664,0.0,13.373187557888887,0.02528555976905681,0.02383137448727464,0.0,0.07073849870790709,3,3,1,3,0.13736422533521045,0.0799332049442537,0.0,0.2321807779955088,3,3,3,3,0.13967208001163658,0.08341014124561107,,0.24271763197190335,2.4651822055212897,2.642668266607957,0.0,3.2459084159669116,3.135381558011201,3.352765254150503,0.0,3.3681231953574904
0.94_209.5520m/z,209.551989,0.9448833329999999,42.211569322222225,43.76063463666667,0.0,33.37904275666667,0.1414274870926223,0.05381327111665393,0.0,0.07638551132798091,3,3,1,3,0.09829476438714503,0.0809189419300405,0.0,0.07523811789062955,3,3,3,3,0.17223122484398176,0.09717892421380145,,0.10721716618415808,7.270150286952979,4.252611396904485,0.0,3.5788063743096483,4.566645929728438,4.479634509612645,0.0,4.999084071157734
0.94_214.5493m/z,214.5492699,0.93775,24.427017168777777,1.0233884443333334,1.8315743203333328,193.86885146666668,0.9095977703157612,1.1272604121498238,0.0,0.01049001554267393,3,3,1,3,0.11624957066147708,1.1463979660126402,1.7320508075688774,0.03392253255868211,3,3,3,3,0.916996219426439,1.6077762074611346,1.7320508075688774,0.035507444871187066,22.39948239563394,1.6453795917897973,3.172379780655767,6.883787555693021,3.0653172787438203,4.998866927139591,0.0,3.379037726336051
0.94_216.0886m/z,216.08855840000004,0.93775,38.54805026333333,31.52907424555555,0.0,28.033261085555555,0.08042795982577165,0.017784451122100847,0.0,0.02256199933481572,3,3,1,3,0.06657024803140994,0.06780581900029686,0.0,0.18580449045625286,3,3,3,3,0.10440428460891525,0.07009932804253842,,0.18716931502704173,4.024581610811824,2.210166918416748,0.0,5.246966275357658,4.865015145620793,3.2738776073922757,0.0,3.058966904952111
0.94_219.1349m/z,219.13486609999998,0.9448833329999999,0.0,0.0,0.0,25.443353554444442,0.0,0.0,0.0,0.14007235722127695,3,3,1,3,0.0,0.0,0.0,0.12691970356092452,3,3,3,3,,,,0.18902083591371077,0.0,0.0,0.0,4.809323957309172,0.0,0.0,0.0,4.961729026176025
0.94_235.0609m/z,235.06085499999998,0.93775,39.35321492444445,28.782421357777768,5.372864991,78.66864267777778,0.14307690144102192,0.23321544137549,0.0,0.02849450168250923,3,3,1,3,0.10269820784148448,0.12561269928729074,0.9396173907226448,0.08786257832848339,3,3,3,3,0.17611905524336838,0.264892416498102,0.9396173907226448,0.09236757708559536,6.930851033282381,7.624245146128335,5.048437383548467,7.266431916758796,4.628559555416169,4.070333605826696,0.0,3.4160988403713977
0.94_247.1297m/z,247.12973119999998,0.9448833329999999,0.0,0.0,0.0,42.848170796666665,0.0,0.0,0.0,0.03870579164049947,3,3,1,3,0.0,0.0,0.0,0.0922799747832884,3,3,3,3,,,,0.10006863670762234,0.0,0.0,0.0,4.287758037037789,0.0,0.0,0.0,3.6825884945164002
0.94_249.0435m/z,249.043493,0.93775,4.113306478999999,2.181917340333333,0.0,0.2602005004444445,0.18902246309892964,0.5899285836073488,0.0,1.7320508075688772,3,3,1,3,0.6798325736620389,0.8312622752158961,0.0,1.7320508075688774,3,3,3,3,0.7056215839725551,1.0193197260693432,,2.449489742783178,2.902437833076553,2.224071385654523,0.0,0.6373584569057165,3.3073937685540944,4.606957076020226,0.0,4.999999999999999
0.94_261.1363m/z,261.1363088,0.9448833329999999,14.627464415,11.880777931888888,22.71089178333333,74.32467851111113,0.3598305692045083,0.19861968348182935,0.0,0.0663272214104766,3,3,1,3,0.436488937150852,0.36466816604506297,1.0578206782767745,0.0962678244613724,3,3,3,3,0.5656859824930444,0.4152501053498863,1.0578206782767745,0.11690506544440235,8.27455157898132,4.933494287855465,24.024050950516088,8.688931405475612,4.859547782811399,4.09063327322934,0.0,4.5496152574256
0.94_274.0716m/z,274.0716023,0.93775,110.74001775111113,22.779973768888887,0.0,42.25699977333333,0.3784881093575798,0.11206782831313188,0.0,0.02604349356103161,3,3,1,3,0.06807445409533015,0.20129074454236828,0.0,0.08413537843787465,3,3,3,3,0.3845612827956716,0.23038481282680628,,0.08807397721090991,42.586323283182736,5.248159992945023,0.0,3.721742035037985,3.1292616234519963,4.131181836464857,0.0,3.3797800727612515
0.94_288.0635n,289.0707569,0.93775,37.09744812666667,42.57840228111112,0.0,23.041744992222227,0.08225253824949785,0.034766748235578404,0.0,0.08887861252487138,3,3,1,3,0.14133739132863168,0.0915108943939719,0.0,0.1377725962424986,3,3,3,3,0.16352901343819048,0.09789264822069517,,0.16395333494548003,6.066509093228248,4.168112556304055,0.0,3.777770934438148,4.215306710842357,3.5655715627846223,0.0,4.4189212383574406
0.94_293.5748m/z,293.5747812,0.93775,81.43519039888889,66.77489507333334,0.0,42.69590802111111,0.0332154297936456,0.03267652647399517,0.0,0.045180632239578085,3,3,1,3,0.07515671797407462,0.07720094784522558,0.0,0.025169560379254868,3,3,3,3,0.08216931929261183,0.08383162726922905,,0.05171843287700198,6.691474161540938,5.59784811472956,0.0,2.2081654531124855,3.7525654095455083,3.6943306479650535,0.0,4.132325641828482
0.94_295.5751m/z,295.5750626,0.9448833329999999,21.355905103333328,6.1060078648888885,0.0,38.68268332222222,0.4494166759903935,0.3127254488843333,0.0,0.1319849597256197,3,3,1,3,0.07532132101408794,0.4312414719171964,0.0,0.12210763793986824,3,3,3,3,0.45568481438112635,0.5326973000506177,,0.17980629810167217,9.731561652953395,3.2526539037141475,0.0,6.955390088808071,3.11226773469035,4.64781399521668,0.0,4.976039629086844
0.94_300.0497m/z,300.04969439999996,0.93775,74.86676404222223,117.35259336333333,0.0,46.105303710333345,0.04049230424469077,0.036570224657743136,0.0,0.04346815350545618,3,3,1,3,0.14343040826249231,0.045599471429366836,0.0,0.09394543400950746,3,3,3,3,0.14903660193855006,0.0584524860562444,,0.1035143706951292,11.157888110988027,6.859550827234361,0.0,4.772561499282961,3.316790755012871,4.819879112696922,0.0,3.8188201367584798
0.94_306.0763m/z,306.076277,0.9448833329999999,37.65063638555555,28.22973327111111,0.0,31.279078167777783,0.041940618258086884,0.0707727215000176,0.0,0.20444063227798145,3,3,1,3,0.09772006985650633,0.08905495357966464,0.0,0.06609691103392996,3,3,3,3,0.10634015004988026,0.11375219938794712,,0.21485989335948225,4.003774322713459,3.211194247723996,0.0,6.720619399511643,3.712640179463666,4.805919123473604,0.0,3.4135886194253926
0.94_310.0786m/z,310.0786248,0.93775,49.179245294444456,55.83739992888889,0.0,21.867056257777772,0.05284232873237664,0.05341737878068562,0.0,0.2354565788076761,3,3,1,3,0.057461790546551574,0.056711747356765714,0.0,0.06178182204808914,3,3,3,3,0.07806515918562085,0.07790788563461895,,0.24342718426543314,3.8391856125395014,4.350173767794356,0.0,5.323035933004663,4.972230270858933,4.985759207923298,0.0,3.274098061778347
0.94_315.0791m/z,315.07914689999996,0.9448833329999999,9.535904895111114,12.231333975333333,0.0,1.8230515895555552,0.08083040915737089,0.3774349144153589,0.0,0.6411658346668481,3,3,1,3,0.3715216262398352,0.2737416494847008,0.0,1.1241236487853987,3,3,3,3,0.38021293219515795,0.46625272683635227,,1.2941203983025051,3.625674361304357,5.702892818845288,0.0,2.3592482492016504,3.188916268801509,4.648055251072941,0.0,4.176745738619071
0.94_318.0701m/z,318.07013919999997,0.93775,6.813261798222222,6.167509048444444,0.0,0.0,0.3618836762249644,0.2755655335815228,0.0,0.0,3,3,1,3,0.3248285692651445,0.3969320967978051,0.0,0.0,3,3,3,3,0.48628530157607647,0.48320953298374764,,,3.3131890682652543,2.9801991669718775,0.0,0.0,4.9542131015927025,4.564457007197275,0.0,0.0
0.94_345.1345m/z,345.13454210000015,0.93775,0.21675370866666666,0.0,0.0,13.577251180666664,1.7320508075688772,0.0,0.0,0.1279253435662912,3,3,1,3,0.8771864664387108,0.0,0.0,0.259161436085931,3,3,3,3,1.9415087166693925,,,0.2890147807304598,0.42082921474675133,0.0,0.0,3.924026272902752,3.9626160155540653,0.0,0.0,3.9199961147716054
0.95_226.0589m/z,226.0588748,0.952183333,35.56206433666667,37.81732434777777,0.0,18.31566245777778,0.051588924736861434,0.058502564967865475,0.0,0.05609116156327449,3,3,1,3,0.14831918492086307,0.08014899568379319,0.0,0.3013078724687713,3,3,3,3,0.1570350208427876,0.09922908654693954,,0.3064843428581217,5.584489514321004,3.7525785506793246,0.0,5.613463772383193,3.476944462786242,4.659951063667833,0.0,3.1384543594636973
0.95_254.0447m/z,254.0446863,0.952183333,71.33812962,71.58801683777777,0.0,38.316755993333345,0.05227205922858988,0.0769814358933226,0.0,0.04368412659854649,3,3,1,3,0.09126470671631164,0.11719531493277922,0.0,0.20525265320430733,3,3,3,3,0.10517421199139829,0.14021727181196703,,0.2098498381321403,7.50293156772373,10.037876415422359,0.0,8.040765042949719,4.1846913621520025,4.455008788404209,0.0,3.1808171269013226
0.95_270.0624m/z,270.0624165,0.952183333,11.110049055888886,8.049204738111111,0.0,1.237012927888889,0.2462761145744801,0.17760497364375866,0.0,0.9426111577343124,3,3,1,3,0.2912310164081557,0.27512042530564085,0.0,1.199011190922011,3,3,3,3,0.3814019264870458,0.32746721222644093,,1.5251700333541305,4.2373941132816055,2.635850636229105,0.0,1.8866550484877875,4.892593613867195,4.420292920058879,0.0,4.788866022859123
0.96_124.5212n,272.0626396,0.9593166670000001,13.296206690555556,15.340674524444443,0.0,21.901853293333332,0.21094600528496926,0.12484017746445925,0.0,0.09363623913030752,3,3,1,3,0.2353860661750251,0.09761007874351883,0.0,0.2203467135670652,3,3,3,3,0.3160772331172234,0.15847017820925685,,0.23941683202789735,4.202628221705514,2.4310394257389176,0.0,5.243672331029637,4.952873969061662,4.780075055958535,0.0,3.6995173228334695
0.96_202.5471m/z,202.5471234,0.9593166670000001,17.629826221111113,17.742308672222222,0.0,7.5510764632222225,0.07347826704305074,0.05590788156736607,0.0,0.1540697843433049,3,3,1,3,0.08685766936130461,0.07166121578357768,0.0,0.3302704118494353,3,3,3,3,0.11376867079529228,0.09089015936244756,,0.3644393548874601,2.005721895527802,1.6126012626760131,0.0,2.7519094349625908,4.893061113811839,4.77650950301723,0.0,3.8311139014176825
0.97_130.5258m/z,130.5258011,0.9664666670000001,4.083814419111111,0.0,0.0,46.912350694444456,1.602176334945406,0.0,0.0,0.015980956242046408,3,3,1,3,1.0798400964035026,0.0,0.0,0.07251665757334934,3,3,3,3,1.932103424265849,,,0.07425669389368615,7.890351823230827,0.0,0.0,3.483556065350617,4.506212655357787,0.0,0.0,3.1938058245444156
0.97_153.9917m/z,153.9917178,0.9736,0.0,109.71653101111109,0.0,0.036402946,0.0,0.16601369150538922,0.0,1.7320508075688772,3,3,1,3,0.0,0.04988800515430007,0.0,1.7320508075688774,3,3,3,3,,0.17334750885294548,,2.449489742783178,0.0,19.019087330763046,0.0,0.08916864283408991,0.0,3.358292129239553,0.0,4.999999999999999
0.97_173.0363n,347.0959588,0.9664666670000001,114.55522478555555,86.54075239222222,0.0,63.69616506333333,0.07194193079674355,0.06891688940359961,0.0,0.05817995906685448,3,3,1,3,0.05765618902903539,0.06291331436038912,0.0,0.06671609787074474,3,3,3,3,0.0921947804385655,0.09331464391443137,,0.08852087523358348,10.56139379719481,8.07551949356719,0.0,5.638440280429069,4.818821358807092,4.967225400217989,0.0,4.927300450067887
0.97_213.0195m/z,213.0195171,0.9736,70.91151303666669,42.237554764444454,16.08156842,61.28923564333334,0.11794239955247772,0.1811382105640536,0.0,0.18853782675957584,3,3,1,3,0.13079819498602166,0.1810565206210495,0.6262587837788094,0.1447191084994296,3,3,3,3,0.17612091705359031,0.2561103570450597,0.6262587837788094,0.23767652909804432,12.489000705675362,10.81747523143213,10.071223479964909,14.567012798779611,4.957935454834997,4.9999991860967565,0.0,4.749446914941791
0.97_216.0191m/z,216.01906060000002,0.9736,43.456145984444454,0.07304570655555556,0.0,0.5878325762222222,0.5829610729134205,1.1620160394608812,0.0,0.4751077275613728,3,3,1,3,0.1182969405051225,1.7320508075688772,0.0,1.5292636329927998,3,3,3,3,0.5948426503414486,2.085732791122667,,1.6013664827212004,25.849569051011837,0.1523538254136462,0.0,0.9413353850139219,3.1644341879530664,4.497088310163207,0.0,3.3825182964710296
0.97_270.9276m/z,270.9276008,0.9664666670000001,0.0,297.5279187666667,0.0,0.0,0.0,0.14097278899864155,0.0,0.0,3,3,1,3,0.0,0.049836919444148524,0.0,0.0,3,3,3,3,,0.1495227266262158,,,0.0,44.487185661415246,0.0,0.0,0.0,3.4922217614906192,0.0,0.0
0.97_311.9545m/z,311.9544702,0.9736,0.0,166.35288688888892,0.0,0.0,0.0,0.15282653107948838,0.0,0.0,3,3,1,3,0.0,0.04423752625477558,0.0,0.0,3,3,3,3,,0.15910030587944132,,,0.0,26.466795187950332,0.0,0.0,0.0,3.332817254596127,0.0,0.0
0.97_346.0103m/z,346.01032599999996,0.9736,0.0,25.68882671222222,0.0,0.0,0.0,0.0939133193072752,0.0,0.0,3,3,1,3,0.0,0.050026081455457214,0.0,0.0,3,3,3,3,,0.10640639251989642,,,0.0,2.7334553785163176,0.0,0.0,0.0,4.050431539155975,0.0,0.0
0.98_142.0341m/z,142.034073,0.980733333,36.37594503111111,61.877029216666664,9.878631592333333,35.05044797,0.07154964291990508,0.04802128296038608,0.0,0.10970225701387958,3,3,1,3,0.09159583360548547,0.08393416670775537,0.7728700335339711,0.08981653991210617,3,3,3,3,0.11622886102792931,0.09670050650377554,0.7728700335339711,0.14178009745984185,4.227934659780609,5.983540066200584,7.6348983300364095,4.969455929197716,4.7785464602661705,4.182618492783647,0.0,4.850013783315928
0.98_185.0421m/z,185.0420517,0.980733333,28.096053941111112,37.35466787111111,0.0,19.845508650000006,0.1092390389388812,0.1274944846833218,0.0,0.19037050916709816,3,3,1,3,0.1170378951556702,0.10381667295460903,0.0,0.3403055198288607,3,3,3,3,0.16009695977987856,0.16441637755415373,,0.3899343247093429,4.498092817783364,6.14171917610662,0.0,7.738445013951176,4.981128074710667,4.8422806174939375,0.0,4.140108214368334
0.99_151.0374m/z,151.0374272,0.987883333,96.97278443111112,73.01474992333334,44.36513524666666,196.05627126666667,0.13403072424000032,0.08976134850266614,0.0,0.018292575450844648,3,3,1,3,0.0702265674112153,0.06603533377057832,0.7198855052295394,0.029052007368375113,3,3,3,3,0.15131426175566193,0.11143502587251804,0.7198855052295394,0.034331289645991546,14.673365286584525,8.136400546782085,31.937817801623478,6.730864635769024,4.021167404617961,4.674412971480933,0.0,4.370429893777363
1.00_102.0344m/z,102.03439820000001,1.002166667,457.0307043777778,461.2663998333333,962.9792661333336,440.5203484666668,0.049791784224578736,0.009324887355018359,0.0,0.02804609038656062,3,3,1,3,0.017558136108422596,0.015690519803658366,0.1773635561768902,0.02068866817896488,3,3,3,3,0.052796874148654874,0.018252285771726693,0.1773635561768902,0.03485117181660384,24.129792581104624,8.419166146653545,170.79742716602001,15.352650353122002,3.489821109490981,4.256082701557451,0.0,4.679350466643758
1.01_81.5211m/z,81.52107991,1.0093,1209.0537497777775,1240.1244716666668,2117.811662,1128.7554812222222,0.03543938600071537,0.008363135265451054,0.0,0.0055379092840816034,3,3,1,3,0.0175685699500527,0.012667815399239878,0.16565698996621092,0.022183194911993432,3,3,3,3,0.039555084757810784,0.01517944592063393,0.16565698996621092,0.022864001743837594,47.82422354920894,18.82440235251889,350.8303052422585,25.80786729103113,3.9270278289865224,4.4650796434662805,0.0,3.248324696462606
1.02_61.0077m/z,61.00768398,1.01645,136.36495055555557,139.98410985555554,149.61241131666668,130.82382925555555,0.05990301333923088,0.01197595956969955,0.0,0.021017365174595383,3,3,1,3,0.04703209913336442,0.05740930991372595,0.4361723092432308,0.02180094497741509,3,3,3,3,0.07616028726318388,0.05864514022820058,0.4361723092432308,0.030282186856146552,10.385593806940978,8.20938775219889,65.25679093543859,3.961631642753345,4.786785905593261,3.1737378062563213,0.0,4.994652441144286
1.05_365.1066m/z,365.106628,1.05145,9.37062610777778,0.0,0.0,20.23658787111111,0.5010286616091375,0.0,0.0,0.09380279866174507,3,3,1,3,0.3348410549557079,0.0,0.0,0.0996351519038576,3,3,3,3,0.6026178323263385,,,0.1368434453369275,5.6469063926096394,0.0,0.0,2.769244406146323,4.489424122619333,0.0,0.0,4.98553356650139
1.05_97.9919m/z,97.99191744,1.05145,117.58296089,113.63079810666666,268.8280565,206.39436835555557,0.042468221168991724,0.03365506535526691,0.0,0.04871204380641853,3,3,1,3,0.06131201916136628,0.09800047436498256,0.2340168376180432,0.08331482946529795,3,3,3,3,0.0745836007638552,0.10361832077306066,0.2340168376180432,0.09651022754418372,8.76976061165176,11.77423248791548,62.91029164513464,19.91916745383274,4.560008873050901,3.4652706186685616,0.0,4.224307061649277
1.06_139.0186m/z,139.0186055,1.058583333,129.25184331111112,116.09611235444444,189.2693391333333,139.76849534444446,0.07402689729243822,0.052489931839060415,0.0,0.04054489578033412,3,3,1,3,0.06134484786066069,0.11687807149241565,0.17475273654084958,0.10257241850824243,3,3,3,3,0.09614141605880788,0.12812367673562694,0.17475273654084958,0.11029501172976133,12.426455244141378,14.874660769563866,33.0753349568281,15.415767833466594,4.866610006596856,3.7752273399972887,0.0,3.6100930345008093
1.17_1108.4143m/z,1108.414295,1.1657,0.0,0.0,0.0,27.372755453333333,0.0,0.0,0.0,0.20430074399710604,3,3,1,3,0.0,0.0,0.0,0.17027928481167368,3,3,3,3,,,,0.26595832161025934,0.0,0.0,0.0,7.2800120982166066,0.0,0.0,0.0,4.874244271911732
1.17_1153.3868m/z,1153.386757,1.1657,3.6713053387777776,7.9906590789999985,0.0,115.05069103777777,0.9504224363573822,0.10814001436856296,0.0,0.040854784424503784,3,3,1,3,0.5064445489850627,0.4851979886586019,0.0,0.0580245310167298,3,3,3,3,1.0769349510198776,0.4971029580539486,,0.0709644954190764,3.953757035195661,3.9721802649715396,0.0,8.164514237111955,4.051032347750164,3.198209525043009,0.0,4.5917887390566605
1.17_130.5259m/z,130.52590049999998,1.17285,95.72213128777777,0.014399472777777774,0.0,0.20143597744444444,0.6256212448704842,1.7320508075688774,0.0,0.5814719695514731,3,3,1,3,0.03138670649251772,1.7320508075688774,0.0,1.7320508075688774,3,3,3,3,0.6264080677782988,2.4494897427831783,,1.82704943867813,59.961115303597516,0.03527136087065226,0.0,0.36803348951945264,3.0100675954619756,5.0,0.0,3.445158459008173
1.17_130.6020m/z,130.6019847,1.1657,0.0,0.0,0.0,7.918113264,0.0,0.0,0.0,0.2449562892681186,3,3,1,3,0.0,0.0,0.0,0.2399052087705155,3,3,3,3,,,,0.34286745667565305,0.0,0.0,0.0,2.7148633564974336,0.0,0.0,0.0,4.998264716416532
1.17_1315.4370m/z,1315.436975,1.1657,0.0,0.3910725911111111,0.0,37.252242353333344,0.0,1.7320508075688774,0.0,0.1100192456106245,3,3,1,3,0.0,1.7320508075688774,0.0,0.2165743726543079,3,3,3,3,,2.4494897427831783,,0.24291705023595594,0.0,0.9579283006103065,0.0,9.049204827146681,0.0,5.0,0.0,3.9677949364188607
1.17_146.0928m/z,146.09280049999995,1.17285,25.82292979333333,20.789431221111116,0.0,1.0189624652222222,0.10795780554603723,0.10561289558518308,0.0,0.22901729370796686,3,3,1,3,0.24240670238355744,0.2833362024520998,0.0,1.0441727017395757,3,3,3,3,0.26535993883551184,0.3023797072124121,,1.068992774472983,6.852371070512649,6.286302125752158,0.0,1.0892635127817338,3.763345363240294,3.5452375951352173,0.0,3.19197648433822
1.17_187.6241m/z,187.62414030000002,1.17285,0.0,0.0,0.0,6.2139450052222225,0.0,0.0,0.0,0.21308458471589745,3,3,1,3,0.0,0.0,0.0,0.4537639660741303,3,3,3,3,,,,0.5013050739329006,0.0,0.0,0.0,3.1150821602579044,0.0,0.0,0.0,3.8411675633682965
1.17_196.0600m/z,196.0599752,1.1657,9.941315743111113,4.967378399888888,0.005549525,0.2097965752222222,0.1608352356131062,0.42923116535645534,0.0,1.4015438291295996,3,3,1,3,0.16942153328601936,0.7270003479072251,1.7320508075688772,1.7320508075688772,3,3,3,3,0.23360571259219914,0.8442564179030486,1.7320508075688772,2.228076548274601,2.3223481482735195,4.19374109425917,0.009612059257873673,0.4674428291609615,4.989228642755241,4.24327879947004,0.0,4.833166171962021
1.17_202.5476m/z,202.5475885,1.1657,8.814610100555555,13.573616928888885,0.0,2.5250016287777783,0.20787849001813224,0.06013060979828176,0.0,0.3582447255328669,3,3,1,3,0.11556634012410599,0.12509086220162255,0.0,0.7554720953303158,3,3,3,3,0.23784248060827834,0.1387927016851338,,0.8361084679602862,2.096488731910919,1.8839189651995571,0.0,2.1111752434346154,4.128454132730084,3.877424632158478,0.0,3.856170056447239
1.17_227.0533m/z,227.0532797,1.1657,45.37402858777778,19.93659767333333,0.0,21.89529621,0.14604076567286384,0.11880206540045073,0.0,0.036457923527977575,3,3,1,3,0.1342081416909331,0.2164444458131255,0.0,0.2028748698321006,3,3,3,3,0.19834245772010062,0.24690510093305887,,0.20612470254038845,8.999596346761951,4.922447660796153,0.0,4.513161418319945,4.971779006559304,4.104802307304928,0.0,3.129043056163242
1.17_228.1445m/z,228.1444871,1.17285,31.58757489555556,33.78013691,0.0,43.729824275555565,0.1487474304745193,0.07261516583015619,0.0,0.07463858960461983,3,3,1,3,0.07512534385375268,0.06603997516078539,0.0,0.07980261368780578,3,3,3,3,0.16664217761994268,0.09815416765363677,,0.10926745265435646,5.263822266328412,3.315661221626944,0.0,4.778246503612595,3.957983093006553,4.964498886282601,0.0,4.982230875407686
1.17_233.1121m/z,233.1120535,1.17285,8.069410956,8.07641735077778,0.0,126.14570564444445,0.03721085227110815,0.1977256107161855,0.0,0.05627166630312215,3,3,1,3,0.2283290440049536,0.2119215729589289,0.0,0.08975220792847331,3,3,3,3,0.23134130600253444,0.2898381793664788,,0.1059337493746249,1.8667880692322,2.3408541007532717,0.0,13.363087566423783,3.1061623850401676,4.980922958740934,0.0,4.36191067550604
1.17_254.0891m/z,254.08910980000002,1.17285,46.126468685555544,46.554906628888894,0.0,35.10170360555557,0.013772806663778999,0.027112974030682642,0.0,0.05708418093185536,3,3,1,3,0.07702269855326886,0.06107255132435906,0.0,0.09960471225574244,3,3,3,3,0.07824440105097336,0.06682043015466858,,0.11480288505177057,3.609137914897772,3.1108188867527877,0.0,4.029776844149916,3.1277684549085034,3.7588777665972826,0.0,4.185874667209994
1.17_263.0638m/z,263.0638107,1.1657,74.76551806,80.06997787777777,0.0,52.46349967500001,0.07163920980962507,0.0696258730168143,0.0,0.07938782753518221,3,3,1,3,0.07440267604844128,0.15189798147713138,0.0,0.07587663212469847,3,3,3,3,0.10328569400123513,0.1670950596821477,,0.10981662198111294,7.72220842018898,13.379297732235523,0.0,5.761364311615718,4.99428335302642,3.8048904464325366,0.0,4.991842535498429
1.17_274.6381m/z,274.6380548,1.1657,16.206421047444447,3.9130456996666663,0.0,0.2321917788888889,0.08358030982753377,0.16867046807212294,0.0,1.7320508075688774,3,3,1,3,0.2699753818414348,0.7303571522534438,0.0,1.7320508075688772,3,3,3,3,0.2826170111498865,0.7495807472497069,,2.449489742783178,4.580210277865363,2.933143719578392,0.0,0.568751380746913,3.3798817805428056,3.212732525306554,0.0,4.999999999999999
1.17_282.1138m/z,282.11384460000005,1.17285,76.66117011222222,51.86230583555556,0.0,51.83967536333334,0.053499737118035136,0.06948491631965034,0.0,0.0507774963630847,3,3,1,3,0.0492149301797995,0.09133171913281506,0.0,0.09712122319062903,3,3,3,3,0.07269340564522621,0.11475903674963564,,0.10959418839950892,5.572761536205461,5.951668261303364,0.0,5.681327148338536,4.972444693821814,4.734238425803774,0.0,4.017371384436392
1.17_283.6431m/z,283.6430518,1.1657,388.5807792111111,118.72365045666668,0.0,182.6099002,0.17710739418690793,0.19814952650570555,0.0,0.05888146929324234,3,3,1,3,0.050033214412647055,0.07019838950350593,0.0,0.20518071975550767,3,3,3,3,0.18403899483571057,0.21021667094529217,,0.2134623038981806,71.51401601849007,24.957690561472987,0.0,38.98033001130883,3.317209413011036,3.4942429842864073,0.0,3.3271965057861617
1.17_286.1437m/z,286.14374269999996,1.17285,161.69851675388887,94.23994070455555,0.0,251.8793814888889,0.08356302130551495,0.14749612528889275,0.0,0.018401058212125333,3,3,1,3,0.0506912120420616,0.06404089588932242,0.0,0.0417746701077309,3,3,3,3,0.09773626506061706,0.16079907748971628,,0.045647803955237216,15.803809093366711,15.153695527978096,0.0,11.497740626571206,4.296407590988284,3.728193904426661,0.0,3.747946108204438
1.17_324.1055n,347.0956028,1.17285,125.27375437777779,107.14548180444444,0.0,85.88483987222223,0.02715520233885699,0.046514716945296665,0.0,0.11673793346116745,3,3,1,3,0.04942595156514183,0.07251128737027167,0.0,0.1024138255659357,3,3,3,3,0.05639441197657806,0.08614816126067455,,0.15529435526069152,7.06473971423305,9.23038624484195,0.0,13.337430834624483,4.1065863136504905,4.407640280456867,0.0,4.933355304569824
1.17_327.1595m/z,327.15945899999997,1.17285,18.025903878888887,7.249226871,0.0,38.53457952277778,0.08515471166843917,0.6181247130836599,0.0,0.07391315094187811,3,3,1,3,0.14014198776018696,0.6064453219349446,0.0,0.11842687313674405,3,3,3,3,0.16398506533435112,0.8659411581750434,,0.13959970688759818,2.9559790252903273,6.277403912547386,0.0,5.379416006416621,4.299690404621421,4.998545357870957,0.0,4.352852126435689
1.17_353.0925m/z,353.09249930000016,1.1657,23.126493021111113,13.534093087777777,0.0,5.017073704111112,0.07709284684164576,0.124188920957371,0.0,0.4035054043178247,3,3,1,3,0.036500900908171485,0.2087844386440984,0.0,0.5750287669635945,3,3,3,3,0.08529726139365557,0.2429276227778295,,0.7024775399607899,1.9726265203402658,3.2878050602677096,0.0,3.524381593465942,3.8537785752217166,4.257786709262772,0.0,4.585248430451033
